"Código","Unidade Territorial","UF","Referência","Quantidade de famílias beneficiárias do Programa Bolsa Família em situação de trabalho infantil","Quantidade de pessoas beneficiárias do Programa Bolsa Família em situação de trabalho infantil"
"411585","MERCEDES","PR","06/2023","0","0"
"412625","SARANDI","PR","06/2023","0",""
"411750","PAIÇANDU","PR","06/2023","0",""
"412215","RIO BONITO DO IGUAÇU","PR","06/2023","0",""
"411640","NOSSA SENHORA DAS GRAÇAS","PR","06/2023","0",""
"411885","PEROBAL","PR","06/2023","0",""
"410347","CAFEZAL DO SUL","PR","06/2023","0",""
"410395","CAMPINA DO SIMÃO","PR","06/2023","0",""
"410120","ANTONINA","PR","06/2023","0",""
"410880","GUAÍRA","PR","06/2023","0","0"
"412635","SERRANÓPOLIS DO IGUAÇU","PR","06/2023","0",""
"412720","TERRA BOA","PR","06/2023","0",""
"410020","ADRIANÓPOLIS","PR","06/2023","26","33"
"411120","ITAPEJARA DOESTE","PR","06/2023","1","1"
"410315","BOM JESUS DO SUL","PR","06/2023","0",""
"412853","VENTANIA","PR","06/2023","0",""
"410740","ENÉAS MARQUES","PR","06/2023","0",""
"411000","IGUARAÇU","PR","06/2023","0",""
"411110","ITAMBÉ","PR","06/2023","0",""
"412730","TERRA RICA","PR","06/2023","0",""
"412440","SANTO ANTÔNIO DO SUDOESTE","PR","06/2023","1","1"
"411790","PALOTINA","PR","06/2023","0",""
"410660","CRUZEIRO DO OESTE","PR","06/2023","0",""
"412760","TIJUCAS DO SUL","PR","06/2023","0",""
"411740","OURIZONA","PR","06/2023","0",""
"410760","FAXINAL","PR","06/2023","2","2"
"412320","SANTA CECÍLIA DO PAVÃO","PR","06/2023","0",""
"410755","FAROL","PR","06/2023","0",""
"410050","ALTÔNIA","PR","06/2023","0",""
"412660","SIQUEIRA CAMPOS","PR","06/2023","1","1"
"411830","PARANAPOEMA","PR","06/2023","0","0"
"410140","APUCARANA","PR","06/2023","0",""
"412300","SALTO DO LONTRA","PR","06/2023","0",""
"411910","PIÊN","PR","06/2023","0",""
"412270","SABÁUDIA","PR","06/2023","0",""
"412460","SÃO CARLOS DO IVAÍ","PR","06/2023","0",""
"412620","SAPOPEMA","PR","06/2023","0",""
"412030","PORTO VITÓRIA","PR","06/2023","0",""
"410975","IBEMA","PR","06/2023","0",""
"411590","MIRADOR","PR","06/2023","0",""
"410640","CORNÉLIO PROCÓPIO","PR","06/2023","0",""
"410405","CAMPO BONITO","PR","06/2023","0",""
"410710","DIAMANTE DO NORTE","PR","06/2023","0",""
"412470","SÃO JERÔNIMO DA SERRA","PR","06/2023","1","1"
"412450","SANTO INÁCIO","PR","06/2023","0",""
"412100","QUERÊNCIA DO NORTE","PR","06/2023","2","3"
"410500","CATANDUVAS","PR","06/2023","0",""
"411930","PINHÃO","PR","06/2023","0",""
"410100","AMPÉRE","PR","06/2023","0",""
"411730","ORTIGUEIRA","PR","06/2023","0",""
"412130","RANCHO ALEGRE","PR","06/2023","1","1"
"411060","IPORÃ","PR","06/2023","0",""
"412480","SÃO JOÃO","PR","06/2023","0",""
"411160","IVATUBA","PR","06/2023","0",""
"411390","MALLET","PR","06/2023","1","1"
"410580","COLOMBO","PR","06/2023","0","0"
"410620","CONTENDA","PR","06/2023","0",""
"410190","ASSAÍ","PR","06/2023","0",""
"412700","TEIXEIRA SOARES","PR","06/2023","0",""
"412135","RANCHO ALEGRE DOESTE","PR","06/2023","0",""
"410930","GUARANIAÇU","PR","06/2023","1","1"
"411820","PARANAGUÁ","PR","06/2023","0","0"
"412630","SENGÉS","PR","06/2023","0",""
"411780","PALMITAL","PR","06/2023","0","0"
"412800","UBIRATÃ","PR","06/2023","4","5"
"410045","ALTAMIRA DO PARANÁ","PR","06/2023","0",""
"412040","PRESIDENTE CASTELO BRANCO","PR","06/2023","0",""
"411450","MANOEL RIBAS","PR","06/2023","1","1"
"411720","NOVA OLÍMPIA","PR","06/2023","0",""
"410845","FOZ DO JORDÃO","PR","06/2023","2","3"
"412090","QUEDAS DO IGUAÇU","PR","06/2023","0",""
"410754","ESPIGÃO ALTO DO IGUAÇU","PR","06/2023","0",""
"412280","SALGADO FILHO","PR","06/2023","0",""
"411580","MEDIANEIRA","PR","06/2023","4","4"
"411345","LINDOESTE","PR","06/2023","0",""
"411845","PATO BRAGADO","PR","06/2023","0",""
"411705","NOVA LARANJEIRAS","PR","06/2023","1","1"
"410440","CÂNDIDO DE ABREU","PR","06/2023","2","2"
"411840","PARANAVAÍ","PR","06/2023","0",""
"411550","MARUMBI","PR","06/2023","0",""
"412550","SÃO JOSÉ DOS PINHAIS","PR","06/2023","15","21"
"411170","JABOTI","PR","06/2023","0",""
"412220","RIO BRANCO DO SUL","PR","06/2023","0",""
"410832","FRANCISCO ALVES","PR","06/2023","0",""
"412820","UNIÃO DA VITÓRIA","PR","06/2023","0","0"
"411575","MAUÁ DA SERRA","PR","06/2023","0",""
"411800","PARAÍSO DO NORTE","PR","06/2023","0",""
"411130","ITAÚNA DO SUL","PR","06/2023","1","1"
"411040","INDIANÓPOLIS","PR","06/2023","1","1"
"410940","GUARAPUAVA","PR","06/2023","14","19"
"410370","CAMBÉ","PR","06/2023","1","1"
"410040","ALMIRANTE TAMANDARÉ","PR","06/2023","0",""
"412870","VITORINO","PR","06/2023","0",""
"410337","BRASILÂNDIA DO SUL","PR","06/2023","1","1"
"410490","CASTRO","PR","06/2023","0","0"
"412740","TERRA ROXA","PR","06/2023","1","1"
"412400","SANTANA DO ITARARÉ","PR","06/2023","0",""
"410330","BORRAZÓPOLIS","PR","06/2023","0",""
"411410","MANDAGUAÇU","PR","06/2023","0",""
"410270","BARRA DO JACARÉ","PR","06/2023","0",""
"410290","BITURUNA","PR","06/2023","0",""
"411070","IRATI","PR","06/2023","1","1"
"410700","CURIÚVA","PR","06/2023","1","1"
"411670","NOVA AURORA","PR","06/2023","0",""
"410185","ARIRANHA DO IVAÍ","PR","06/2023","0",""
"410855","GODOY MOREIRA","PR","06/2023","0",""
"412627","SAUDADE DO IGUAÇU","PR","06/2023","0",""
"412080","QUATRO BARRAS","PR","06/2023","1","1"
"410322","BOM SUCESSO DO SUL","PR","06/2023","0",""
"412810","UMUARAMA","PR","06/2023","1","1"
"410550","CIANORTE","PR","06/2023","1","1"
"412070","QUATIGUÁ","PR","06/2023","0",""
"411760","PALMAS","PR","06/2023","0","0"
"411960","PITANGA","PR","06/2023","3","4"
"410650","CORONEL VIVIDA","PR","06/2023","0",""
"412850","WENCESLAU BRAZ","PR","06/2023","0",""
"412535","SÃO JORGE DO PATROCÍNIO","PR","06/2023","0",""
"411180","JACAREZINHO","PR","06/2023","0",""
"412430","SANTO ANTÔNIO DO PARAÍSO","PR","06/2023","0",""
"411710","NOVA LONDRINA","PR","06/2023","1","1"
"412575","SÃO PEDRO DO IGUAÇU","PR","06/2023","0",""
"410980","IBIPORÃ","PR","06/2023","0",""
"411721","NOVA SANTA BÁRBARA","PR","06/2023","0",""
"411729","NOVO ITACOLOMI","PR","06/2023","0",""
"412290","SALTO DO ITARARÉ","PR","06/2023","0",""
"412010","PORTO AMAZONAS","PR","06/2023","0",""
"410960","GUARATUBA","PR","06/2023","0","0"
"410470","CARLÓPOLIS","PR","06/2023","0",""
"410030","AGUDOS DO SUL","PR","06/2023","0",""
"410105","ANAHY","PR","06/2023","0",""
"412200","RIO AZUL","PR","06/2023","0",""
"410250","BARBOSA FERRAZ","PR","06/2023","0",""
"410680","CRUZ MACHADO","PR","06/2023","3","6"
"411340","LEÓPOLIS","PR","06/2023","0",""
"410765","FAZENDA RIO GRANDE","PR","06/2023","7","12"
"412340","SANTA FÉ","PR","06/2023","0",""
"411573","MATO RICO","PR","06/2023","3","3"
"412788","TUNAS DO PARANÁ","PR","06/2023","0","0"
"411965","PITANGUEIRAS","PR","06/2023","0",""
"410970","IBAITI","PR","06/2023","0",""
"412640","SERTANEJA","PR","06/2023","0",""
"410410","CAMPO DO TENENTE","PR","06/2023","0",""
"410910","GUAPOREMA","PR","06/2023","0",""
"412410","SANTO ANTÔNIO DA PLATINA","PR","06/2023","0",""
"410645","CORONEL DOMINGOS SOARES","PR","06/2023","0",""
"410770","FÊNIX","PR","06/2023","0",""
"411890","PÉROLA","PR","06/2023","0",""
"412350","SANTA HELENA","PR","06/2023","0","0"
"411630","MUNHOZ DE MELO","PR","06/2023","0",""
"410150","ARAPONGAS","PR","06/2023","0",""
"411380","LUPIONÓPOLIS","PR","06/2023","0",""
"412560","SÃO MATEUS DO SUL","PR","06/2023","0",""
"412140","REALEZA","PR","06/2023","0",""
"412863","DOUTOR ULYSSES","PR","06/2023","0",""
"411460","MARECHAL CÂNDIDO RONDON","PR","06/2023","1","1"
"412035","PRANCHITA","PR","06/2023","0",""
"410260","BARRACÃO","PR","06/2023","0","0"
"411860","PAULA FREITAS","PR","06/2023","0",""
"412265","ROSÁRIO DO IVAÍ","PR","06/2023","0",""
"410965","HONÓRIO SERPA","PR","06/2023","0",""
"411375","LUNARDELLI","PR","06/2023","0",""
"410730","DOUTOR CAMARGO","PR","06/2023","0",""
"410900","GUAPIRAMA","PR","06/2023","0",""
"410442","CANDÓI","PR","06/2023","0",""
"411190","JAGUAPITÃ","PR","06/2023","0",""
"410170","ARARUNA","PR","06/2023","1","1"
"412750","TIBAGI","PR","06/2023","0",""
"410465","CARAMBEÍ","PR","06/2023","0",""
"410350","CALIFÓRNIA","PR","06/2023","0",""
"412160","RENASCENÇA","PR","06/2023","0",""
"410990","ICARAÍMA","PR","06/2023","0",""
"411810","PARANACITY","PR","06/2023","0",""
"412855","VERA CRUZ DO OESTE","PR","06/2023","0",""
"410390","CAMPINA DA LAGOA","PR","06/2023","0",""
"411925","PINHAL DE SÃO BENTO","PR","06/2023","0",""
"411570","MATINHOS","PR","06/2023","2","3"
"412190","RIBEIRÃO DO PINHAL","PR","06/2023","0",""
"410775","FIGUEIRA","PR","06/2023","1","1"
"411400","MAMBORÊ","PR","06/2023","0",""
"410790","FLORESTA","PR","06/2023","0",""
"412670","TAMBOARA","PR","06/2023","0",""
"410752","ESPERANÇA NOVA","PR","06/2023","0",""
"412330","SANTA CRUZ DE MONTE CASTELO","PR","06/2023","1","1"
"410460","CAPITÃO LEÔNIDAS MARQUES","PR","06/2023","0",""
"411745","OURO VERDE DO OESTE","PR","06/2023","0",""
"412033","PRADO FERREIRA","PR","06/2023","0",""
"411325","LARANJAL","PR","06/2023","2","2"
"410570","CLEVELÂNDIA","PR","06/2023","0","0"
"412050","PRIMEIRO DE MAIO","PR","06/2023","0",""
"412862","ALTO PARAÍSO","PR","06/2023","0",""
"412260","RONDON","PR","06/2023","0",""
"410010","ABATIÁ","PR","06/2023","0",""
"411727","NOVA TEBAS","PR","06/2023","0",""
"412395","SANTA MÔNICA","PR","06/2023","0",""
"412065","QUARTO CENTENÁRIO","PR","06/2023","0",""
"410080","ALVORADA DO SUL","PR","06/2023","0",""
"411695","NOVA ESPERANÇA DO SUDOESTE","PR","06/2023","0",""
"412665","SULINA","PR","06/2023","1","1"
"410540","CHOPINZINHO","PR","06/2023","0",""
"410130","ANTÔNIO OLINTO","PR","06/2023","5","7"
"410785","FLOR DA SERRA DO SUL","PR","06/2023","0",""
"412680","TAPEJARA","PR","06/2023","0",""
"410110","ANDIRÁ","PR","06/2023","0",""
"410240","BANDEIRANTES","PR","06/2023","0",""
"410773","FERNANDES PINHEIRO","PR","06/2023","0",""
"412610","SÃO TOMÉ","PR","06/2023","1","1"
"412110","QUINTA DO SOL","PR","06/2023","0",""
"411210","JANDAIA DO SUL","PR","06/2023","0",""
"410335","BRAGANEY","PR","06/2023","0",""
"411722","NOVA SANTA ROSA","PR","06/2023","0",""
"412710","TELÊMACO BORBA","PR","06/2023","0",""
"411005","IGUATU","PR","06/2023","0",""
"412180","RIBEIRÃO CLARO","PR","06/2023","0",""
"410780","FLORAÍ","PR","06/2023","0",""
"412580","SÃO PEDRO DO IVAÍ","PR","06/2023","0",""
"411870","PAULO FRONTIN","PR","06/2023","0",""
"411010","IMBITUVA","PR","06/2023","0","0"
"410360","CAMBARÁ","PR","06/2023","0",""
"411300","JUSSARA","PR","06/2023","1","1"
"411007","IMBAÚ","PR","06/2023","0",""
"412120","QUITANDINHA","PR","06/2023","1","1"
"412880","XAMBRÊ","PR","06/2023","0",""
"411540","MARMELEIRO","PR","06/2023","0",""
"411700","NOVA FÁTIMA","PR","06/2023","0",""
"412060","PRUDENTÓPOLIS","PR","06/2023","0",""
"410690","CURITIBA","PR","06/2023","24","35"
"411725","NOVA PRATA DO IGUAÇU","PR","06/2023","0","0"
"411080","IRETAMA","PR","06/2023","1","1"
"410220","ATALAIA","PR","06/2023","0",""
"411620","MORRETES","PR","06/2023","0",""
"412770","TOLEDO","PR","06/2023","3","3"
"410230","BALSA NOVA","PR","06/2023","0",""
"411535","MARIPÁ","PR","06/2023","0",""
"410300","BOA ESPERANÇA","PR","06/2023","0",""
"410753","ENTRE RIOS DO OESTE","PR","06/2023","0",""
"412150","REBOUÇAS","PR","06/2023","0",""
"411020","INÁCIO MARTINS","PR","06/2023","0",""
"410655","CORUMBATAÍ DO SUL","PR","06/2023","0","0"
"411470","MARIA HELENA","PR","06/2023","0",""
"410425","CAMPO MAGRO","PR","06/2023","0",""
"412690","TAPIRA","PR","06/2023","0",""
"410345","CAFELÂNDIA","PR","06/2023","0",""
"410275","BELA VISTA DA CAROBA","PR","06/2023","0",""
"410160","ARAPOTI","PR","06/2023","0",""
"410865","GOIOXIM","PR","06/2023","0",""
"411970","PLANALTINA DO PARANÁ","PR","06/2023","0",""
"411370","LONDRINA","PR","06/2023","3","3"
"412600","SÃO SEBASTIÃO DA AMOREIRA","PR","06/2023","0",""
"412840","URAÍ","PR","06/2023","1","1"
"412360","SANTA INÊS","PR","06/2023","0",""
"410445","CANTAGALO","PR","06/2023","1","1"
"411480","MARIALVA","PR","06/2023","1","1"
"412390","SANTA MARIANA","PR","06/2023","0",""
"410830","FOZ DO IGUAÇU","PR","06/2023","5","10"
"411230","JAPIRA","PR","06/2023","0",""
"410780","FLORAÍ","PR","05/2023","0",""
"412555","SÃO MANOEL DO PARANÁ","PR","05/2023","0",""
"411690","NOVA ESPERANÇA","PR","05/2023","0",""
"410570","CLEVELÂNDIA","PR","05/2023","0","0"
"412100","QUERÊNCIA DO NORTE","PR","05/2023","2","3"
"410110","ANDIRÁ","PR","05/2023","0",""
"412090","QUEDAS DO IGUAÇU","PR","05/2023","0",""
"410250","BARBOSA FERRAZ","PR","05/2023","0",""
"412230","RIO NEGRO","PR","05/2023","0",""
"410120","ANTONINA","PR","05/2023","0",""
"412480","SÃO JOÃO","PR","05/2023","0",""
"411120","ITAPEJARA DOESTE","PR","05/2023","1","1"
"411670","NOVA AURORA","PR","05/2023","0",""
"410980","IBIPORÃ","PR","05/2023","0",""
"412560","SÃO MATEUS DO SUL","PR","05/2023","0",""
"411700","NOVA FÁTIMA","PR","05/2023","0",""
"410105","ANAHY","PR","05/2023","0",""
"411100","ITAMBARACÁ","PR","05/2023","0",""
"412667","TAMARANA","PR","05/2023","2","4"
"410810","FLÓRIDA","PR","05/2023","0",""
"411660","NOVA AMÉRICA DA COLINA","PR","05/2023","0",""
"412490","SÃO JOÃO DO CAIUÁ","PR","05/2023","0",""
"410420","CAMPO LARGO","PR","05/2023","1","1"
"411125","ITAPERUÇU","PR","05/2023","0",""
"411640","NOSSA SENHORA DAS GRAÇAS","PR","05/2023","0",""
"412796","TURVO","PR","05/2023","0",""
"410760","FAXINAL","PR","05/2023","1","1"
"412440","SANTO ANTÔNIO DO SUDOESTE","PR","05/2023","1","1"
"410580","COLOMBO","PR","05/2023","0",""
"410405","CAMPO BONITO","PR","05/2023","0",""
"410100","AMPÉRE","PR","05/2023","1","1"
"411845","PATO BRAGADO","PR","05/2023","0",""
"412550","SÃO JOSÉ DOS PINHAIS","PR","05/2023","14","20"
"411760","PALMAS","PR","05/2023","0","0"
"411840","PARANAVAÍ","PR","05/2023","0",""
"411130","ITAÚNA DO SUL","PR","05/2023","1","1"
"410715","DIAMANTE DOESTE","PR","05/2023","1","1"
"410330","BORRAZÓPOLIS","PR","05/2023","0",""
"412535","SÃO JORGE DO PATROCÍNIO","PR","05/2023","0",""
"412630","SENGÉS","PR","05/2023","0",""
"411710","NOVA LONDRINA","PR","05/2023","1","1"
"412740","TERRA ROXA","PR","05/2023","1","1"
"410765","FAZENDA RIO GRANDE","PR","05/2023","7","12"
"410730","DOUTOR CAMARGO","PR","05/2023","0",""
"411630","MUNHOZ DE MELO","PR","05/2023","0",""
"412665","SULINA","PR","05/2023","1","1"
"410080","ALVORADA DO SUL","PR","05/2023","0",""
"412085","QUATRO PONTES","PR","05/2023","0","0"
"412110","QUINTA DO SOL","PR","05/2023","0",""
"410260","BARRACÃO","PR","05/2023","0","0"
"410130","ANTÔNIO OLINTO","PR","05/2023","7","9"
"412120","QUITANDINHA","PR","05/2023","1","1"
"411620","MORRETES","PR","05/2023","0",""
"410425","CAMPO MAGRO","PR","05/2023","0",""
"411970","PLANALTINA DO PARANÁ","PR","05/2023","0",""
"410830","FOZ DO IGUAÇU","PR","05/2023","5","10"
"410070","ALTO PIQUIRI","PR","05/2023","0",""
"411140","IVAÍ","PR","05/2023","1","1"
"412530","SÃO JORGE DO IVAÍ","PR","05/2023","0",""
"411095","ITAIPULÂNDIA","PR","05/2023","0",""
"411920","PINHALÃO","PR","05/2023","0",""
"411980","PLANALTO","PR","05/2023","0",""
"412420","SANTO ANTÔNIO DO CAIUÁ","PR","05/2023","0",""
"411610","MOREIRA SALES","PR","05/2023","0",""
"411850","PATO BRANCO","PR","05/2023","2","2"
"412855","VERA CRUZ DO OESTE","PR","05/2023","0",""
"411375","LUNARDELLI","PR","05/2023","0",""
"410712","DIAMANTE DO SUL","PR","05/2023","1","1"
"410850","GENERAL CARNEIRO","PR","05/2023","0",""
"411150","IVAIPORÃ","PR","05/2023","0",""
"411605","MISSAL","PR","05/2023","0",""
"412460","SÃO CARLOS DO IVAÍ","PR","05/2023","0",""
"410060","ALTO PARANÁ","PR","05/2023","0",""
"412125","RAMILÂNDIA","PR","05/2023","0",""
"411600","MIRASELVA","PR","05/2023","0",""
"412790","TUNEIRAS DO OESTE","PR","05/2023","0",""
"410304","BOA VENTURA DE SÃO ROQUE","PR","05/2023","4","4"
"410430","CAMPO MOURÃO","PR","05/2023","5","5"
"410590","COLORADO","PR","05/2023","0",""
"410870","GRANDES RIOS","PR","05/2023","0",""
"412402","SANTA TEREZA DO OESTE","PR","05/2023","1","1"
"411910","PIÊN","PR","05/2023","0",""
"411155","IVATÉ","PR","05/2023","0",""
"411885","PEROBAL","PR","05/2023","0",""
"412720","TERRA BOA","PR","05/2023","0",""
"411585","MERCEDES","PR","05/2023","0",""
"411373","LUIZIANA","PR","05/2023","0",""
"412270","SABÁUDIA","PR","05/2023","0",""
"410395","CAMPINA DO SIMÃO","PR","05/2023","0",""
"410880","GUAÍRA","PR","05/2023","0","0"
"410050","ALTÔNIA","PR","05/2023","0",""
"411000","IGUARAÇU","PR","05/2023","0",""
"410740","ENÉAS MARQUES","PR","05/2023","0",""
"412250","RONCADOR","PR","05/2023","0",""
"411830","PARANAPOEMA","PR","05/2023","0","0"
"412570","SÃO MIGUEL DO IGUAÇU","PR","05/2023","1","1"
"410310","BOCAIÚVA DO SUL","PR","05/2023","0",""
"412730","TERRA RICA","PR","05/2023","0",""
"410140","APUCARANA","PR","05/2023","0",""
"410975","IBEMA","PR","05/2023","0",""
"411930","PINHÃO","PR","05/2023","0",""
"410710","DIAMANTE DO NORTE","PR","05/2023","0",""
"412450","SANTO INÁCIO","PR","05/2023","0",""
"411370","LONDRINA","PR","05/2023","2","2"
"412130","RANCHO ALEGRE","PR","05/2023","1","1"
"411160","IVATUBA","PR","05/2023","0",""
"410680","CRUZ MACHADO","PR","05/2023","3","6"
"410930","GUARANIAÇU","PR","05/2023","1","1"
"410045","ALTAMIRA DO PARANÁ","PR","05/2023","0",""
"410890","GUAIRAÇÁ","PR","05/2023","0",""
"412135","RANCHO ALEGRE DOESTE","PR","05/2023","0",""
"411720","NOVA OLÍMPIA","PR","05/2023","0",""
"411580","MEDIANEIRA","PR","05/2023","2","2"
"410440","CÂNDIDO DE ABREU","PR","05/2023","2","2"
"411550","MARUMBI","PR","05/2023","0",""
"410600","CONGONHINHAS","PR","05/2023","0",""
"410832","FRANCISCO ALVES","PR","05/2023","0",""
"411170","JABOTI","PR","05/2023","0",""
"411575","MAUÁ DA SERRA","PR","05/2023","0",""
"411380","LUPIONÓPOLIS","PR","05/2023","0",""
"410940","GUARAPUAVA","PR","05/2023","14","19"
"410040","ALMIRANTE TAMANDARÉ","PR","05/2023","0",""
"410270","BARRA DO JACARÉ","PR","05/2023","0",""
"412400","SANTANA DO ITARARÉ","PR","05/2023","0",""
"412810","UMUARAMA","PR","05/2023","1","1"
"410322","BOM SUCESSO DO SUL","PR","05/2023","0",""
"412430","SANTO ANTÔNIO DO PARAÍSO","PR","05/2023","0",""
"410620","CONTENDA","PR","05/2023","0",""
"412280","SALGADO FILHO","PR","05/2023","0",""
"410855","GODOY MOREIRA","PR","05/2023","0",""
"412080","QUATRO BARRAS","PR","05/2023","1","1"
"412070","QUATIGUÁ","PR","05/2023","0",""
"411180","JACAREZINHO","PR","05/2023","0",""
"411925","PINHAL DE SÃO BENTO","PR","05/2023","0",""
"410700","CURIÚVA","PR","05/2023","1","1"
"412575","SÃO PEDRO DO IGUAÇU","PR","05/2023","0",""
"412020","PORTO RICO","PR","05/2023","0",""
"411721","NOVA SANTA BÁRBARA","PR","05/2023","0",""
"410960","GUARATUBA","PR","05/2023","0","0"
"410030","AGUDOS DO SUL","PR","05/2023","0",""
"411410","MANDAGUAÇU","PR","05/2023","0",""
"411573","MATO RICO","PR","05/2023","4","4"
"410350","CALIFÓRNIA","PR","05/2023","0",""
"412788","TUNAS DO PARANÁ","PR","05/2023","0","0"
"410970","IBAITI","PR","05/2023","0",""
"411965","PITANGUEIRAS","PR","05/2023","0",""
"410150","ARAPONGAS","PR","05/2023","0",""
"412410","SANTO ANTÔNIO DA PLATINA","PR","05/2023","0",""
"412140","REALEZA","PR","05/2023","0",""
"410020","ADRIANÓPOLIS","PR","05/2023","26","34"
"411860","PAULA FREITAS","PR","05/2023","0",""
"410965","HONÓRIO SERPA","PR","05/2023","0",""
"410442","CANDÓI","PR","05/2023","0",""
"411190","JAGUAPITÃ","PR","05/2023","0",""
"410990","ICARAÍMA","PR","05/2023","0",""
"410390","CAMPINA DA LAGOA","PR","05/2023","0",""
"411570","MATINHOS","PR","05/2023","2","3"
"410752","ESPERANÇA NOVA","PR","05/2023","0",""
"412670","TAMBOARA","PR","05/2023","0",""
"412330","SANTA CRUZ DE MONTE CASTELO","PR","05/2023","1","1"
"412750","TIBAGI","PR","05/2023","0",""
"412265","ROSÁRIO DO IVAÍ","PR","05/2023","0",""
"410010","ABATIÁ","PR","05/2023","0",""
"410660","CRUZEIRO DO OESTE","PR","05/2023","0",""
"410240","BANDEIRANTES","PR","05/2023","0",""
"412395","SANTA MÔNICA","PR","05/2023","0",""
"412065","QUARTO CENTENÁRIO","PR","05/2023","0",""
"412220","RIO BRANCO DO SUL","PR","05/2023","0",""
"411870","PAULO FRONTIN","PR","05/2023","0",""
"411210","JANDAIA DO SUL","PR","05/2023","0",""
"411722","NOVA SANTA ROSA","PR","05/2023","0",""
"410335","BRAGANEY","PR","05/2023","0",""
"412580","SÃO PEDRO DO IVAÍ","PR","05/2023","0",""
"412260","RONDON","PR","05/2023","0",""
"411010","IMBITUVA","PR","05/2023","0","0"
"411540","MARMELEIRO","PR","05/2023","0",""
"411990","PONTA GROSSA","PR","05/2023","2","2"
"411725","NOVA PRATA DO IGUAÇU","PR","05/2023","0","0"
"410690","CURITIBA","PR","05/2023","24","35"
"410753","ENTRE RIOS DO OESTE","PR","05/2023","0",""
"411020","INÁCIO MARTINS","PR","05/2023","0",""
"411535","MARIPÁ","PR","05/2023","0",""
"412690","TAPIRA","PR","05/2023","0",""
"410160","ARAPOTI","PR","05/2023","0",""
"412150","REBOUÇAS","PR","05/2023","0",""
"410275","BELA VISTA DA CAROBA","PR","05/2023","0",""
"410445","CANTAGALO","PR","05/2023","1","1"
"412390","SANTA MARIANA","PR","05/2023","0",""
"411230","JAPIRA","PR","05/2023","0",""
"411530","MARIÓPOLIS","PR","05/2023","0","0"
"412170","RESERVA","PR","05/2023","0","0"
"412500","SÃO JOÃO DO IVAÍ","PR","05/2023","0",""
"412385","SANTA MARIA DO OESTE","PR","05/2023","0",""
"411240","JAPURÁ","PR","05/2023","0",""
"411995","PONTAL DO PARANÁ","PR","05/2023","1","1"
"410380","CAMBIRA","PR","05/2023","0",""
"412405","SANTA TEREZINHA DE ITAIPU","PR","05/2023","0",""
"412710","TELÊMACO BORBA","PR","05/2023","0",""
"410670","CRUZEIRO DO SUL","PR","05/2023","0",""
"412785","TRÊS BARRAS DO PARANÁ","PR","05/2023","1","1"
"410450","CAPANEMA","PR","05/2023","0",""
"411090","ITAGUAJÉ","PR","05/2023","0",""
"412175","RESERVA DO IGUAÇU","PR","05/2023","49","78"
"412510","SÃO JOÃO DO TRIUNFO","PR","05/2023","0",""
"411260","JARDIM OLINDA","PR","05/2023","0",""
"412382","SANTA LÚCIA","PR","05/2023","0",""
